real,predict,text,pred_error
4,2,There was no price match option during checkout or any information referring to it with options.,-2
4,2,"shipping was perfect, but the plants in coir pots are a year too small. Not prospering since planted",-2
4,2,"They shouldn't charge for the delivery , especially when spend so much money ",-2
4,2,You are a whole company does not communicate amongst each other it’s like they work the shells not with each other I have requested that you guys start working together to keep you company number one instead of down at the bottom too many people have told me that Vivint is not that good I think you can do better I believe in your company do you need to get the opinions of the people back Together before it’s too late,-2
4,2,"I’ve only had this system for a few days, and am still learning it. I have noticed one thing that doesn’t make sense to me.  Every time I open a door, a monotone voice states this.  The voice comes from the control panel at the kitchen/garage door, and can’t be readily heard in the living area where I am 90% of the time.  It wouldn’t be much help with an intruder, so all it really does is annoy me whenever I open a door.  Is there a way to turn this off?",-2
4,2,Your website runs quite slowly,-2
4,2,"the website was too slow, it took too long to process each step when browsing and final steps to checkout.",-2
4,3,Customer service ,-1
4,3,"They make good quality products and ship them quickly. My problem is That they do not  protect the art well in transit. There was a hole in the box my art was packed in and it opened directly onto the art. Luckily, my picture wasn’t damaged but it easily could have been. 

To reiterate - art = great. Packing = needs improvement.",-1
4,3,"Our delivery was fine, however the “wedge” piece has built in lights that were just hanging off the piece.  Driver called it in and set up a service call to have the lights re glued to the wedge. After the drivers left, I was able to sit and test out our new furniture.  Our recliner came in two pieces and was put together here.  The back piece is very crooked so when it reclines it is very awkward and hits both of our backs because how bad it leans to one side.  I called to have the recliner added to the service order for when they are here fixing the lights.  There are also several deep scuffs in the faux leather the service tech will need to address too.  We’ll see if they make this right.

Edit.  2/24/24
Recliner and wedge were both replaced.  Delivery drivers, sales and Management (Dale) were all very nice to deal with. No hassle what so ever.  Very happy with our purchase and for the way our concerns were handled. Definitely would recommend to family and friends.  ",-1
4,3,"Great products, however there is sometimes delayed in the videos when outside of the house. I wish they can offer more incentives to buyout other company’s contracts, I’m still paying for ADTs equipment plus paying Vivint and it’s hurting my pocket. ",-1
4,3,Over all positive experience.  Ordering a little confusing,-1
4,3,"Of the 15 plants I got, 3 were not heathy looking. These were the Cornus Arctic Fire, not worth the price charged. All others were satisfactory",-1
4,3,The gentlemen who delivered my bed did not put my headboard on as they were supposed to. But The Room Place (the salesman actually) worked very hard to get the matter straightened out!!,-1
4,3,The experience was great but 79.00 to deliver one mattress was just to expensive.,-1
4,3,"Mo in the Colchester branch was a nice guy and explained well. 
It adds up quick though so price of sofa isn’t really the price of the sofa. Bough same sofa and extras for about £600 cheaper. It wasn’t in an offer last year either. ",-1
4,3,"It wasn't as straight forward as other shopping apps. I still prefer in person shopping for some items.
",-1
4,4,Everything was great except for the delivery times being so late.,0
4,4,"Prices are a little high, but being able to have a credit line for the holidays is a huge help for me.  Most items are good quality, have gotten a few things that were not near as good of quality, especially for the price.  Overall experience is good.  I am in the process of returning a couple of items, hoping that experience goes well.",0
4,4,The experience was good,0
4,4,"The salesperson was great, very helpful, patient and knowledgeable. The show roon was spacious and had a decent selection. There was a hiccup but it got worked out, Roomplace fix that. The delivery guys were super fast, do something with your app. Everything else was great.",0
4,4,Although the service and the expedition of the purchase was fantastic. I was surprised no where could I find a place to leave a greeting as a gift to my father. Other than that great job,0
4,4,"Overall it was a good experience.  Staff who attended me on this and the previous week were friendly, helpful, and well-informed.  Website also well set out.",0
4,4,Terrific Experience,0
4,4,Very good service!,0
4,4,helpful and friendly staff made all the difference,0
4,4,Excellent selection in all categories and good customer service.  was having trouble using a first time customer code but it was taken care of quickly and I was able to place my order...,0
4,5,Great customer service. The installer was a perfect gentleman. Thank you so much..,1
4,5,Great service all questions answered in timely manner. Max was very patient and understanding,1
4,5,"Great selection, extensive showroom",1
4,5,Already knew the items I wanted - put them in the cart and paid - EASY,1
4,5,Ron was a great sales professional and made the transaction easy over the phone. I'm excited to get my new bedroom furniture. ,1
4,5,Vivint provides me the comfort I need to feel safe when I am at home or away. Response time is great and it is definitely worth the money,1
4,5,The young gentleman that came out was very helpful and explained everything well.,1
4,5,You order stuff one day and in a few days product is at your door! I love that!,1
4,5,Great experience always on time,1
4,5,The most amazing and professional salesman named Frantz Morgan! 5-star service and product expertise. ,1
5,1,"I am so regretful to do business with your company. Don’t ever try to cheat and ripping off the customers anymore, I am totally disappointed with your company.!!!",-4
5,1,"We changed Home Security Providers because the BIG national brand:
1. did not arrive for service appointments on the days scheduled
2. did not inform me their service tech communication system was down and did not let me  know - even though they knew. I was informed at the end of the traditional business day. They informed me I had to call them back to reschedule within 24 hours
3. required that I sign a service contract and pay a deposit before they would confirm service appointments.
4. raised monthly fees our obsolete monitoring equipment every chance they could
5. offered no discounts for all of the lost work times when the service team did not arrive for scheduled and ""confirmed"" appointments. 

So, far Vivint has done everything right for the acquisition, installment, and payment of our new Vivint system.  ",-4
5,2,All I accepted was a Vivint sign for my frint urd. ,-3
5,2,No thanks. I really don't want to.,-3
5,2,My wife still has not been able to access the system on her phone.,-3
5,2,"Lady on a phone was nice 
Very annoyed your prices don’t include delivery , seems a dishonest and false way of pricing a product ",-3
5,2,The color combination was different then what I saw elsewhere.,-3
5,2,The order came in practically dead but after I contacted Customer Service they sent out a replacement right away. Thank you for your expeditious reply!,-3
5,2,"Me and my wife have been searching for this dining set everywhere and had no Hope. Thanks to Rooms to Go online we found it, purchased it and now just waiting to receive. Thanks Rooms to go",-3
5,2,Always checking in on my account ,-3
5,2,From my first experience forward I’ve only positive interactions with staff. ,-3
5,2,My Experience With The Room Place The Sales Men Is Very Tentative I Never Left The Room Place  Without Unanswered Questions They Go Above And Beyond ,-3
5,3,"We've never had any issues with on-line ordering, tracking & delivery. No items have ever arrived with damage(s).",-2
5,3,"The above and beyond service provided while I battled several last minute hurdles with closing doesn't go unnoticed. 
The technician who did the install was subject to less than favorable weather conditions yet performance was top notch. Not once did he complain and the install was completed up and running in no time. ",-2
5,3,"It took quit awhile to to receive, I wish it had a dolor light attached ",-2
5,3,"Had to repot the plants, i assume they were rattled in the shipping process.  I don't know one plant from the other and am hoping they will survive, they were not in good shape.

10-15-24 -- After letting you know what awful condition the packaged arrived, unbeknown to me, the order was repeated and arrived in good shape.  Not paying the best of attention to the !00% guarantee at the bottom of the page, I realize that event though I did not make the request, Blue Stone Perennials made it good.  So appreciative.
",-2
5,3,Online shopping was a breeze,-2
5,3,"Wonderful people that helped. Love the location in Gurnee Illinois. Very, very sad, they are closing their doors. They have beautiful furniture and more. Wishing them all the best. ",-2
5,3,Everything ,-2
5,3,"Been with Vivint for YEARS. So far, they have not let us down. ",-2
5,3,Everything,-2
5,3,Called to reset panel ,-2
5,4,it’s like the most slick system i had in the home ,-1
5,4,I took a sunrise photo with an iPhone and had it made into an 18 x 26 picture very happy with the results and quick service,-1
5,4,I would recommend this company to everyone  I know,-1
5,4,Great experience furniture beautiful Great service ,-1
5,4,"First and formost i was running late and the gentleman gladly waited for me, the intructions were a little challenging, but finally got it, overall it was a pretty good experience.",-1
5,4,Great experience!!  Thank you!!,-1
5,4,It was an easy way to purchase through the website!,-1
5,4,"Flo the assistant was very polite and covered all the points required.He was very informative and answered any questions we had.
Double checked every thing 10 out of 10 for service",-1
5,4,Great online experience ,-1
5,4,Good good good good good good good good good ,-1
5,5,Love business with you!,0
5,5,The technician was very knowledgable and friendly and explained everything in detail.,0
5,5,"I had a bunch of Vivent products installed and I couldn’t be happier! My installer Michael Colon was very professional and he explained everything to me. On how to set alarms, codes, etc. And what to do incase of an emergency, some really good life saving tips. And the ease of how to use these products and how safe I feel in my own home, is a wonderful feeling! I would highly recommend Vivent to anyone and everyone! ",0
5,5,the salesman and the service were excellent.,0
5,5,Crix was PHENOMENAL.  He made me feel comfortable in my purchase.  He walked me through every step and offered excellent customer service.  ,0
5,5,A gentleman who installed the equipment was extremely professional and explained everything very well his name is Levi,0
5,5,Excellent shopping experience ,0
5,5,"Orders come in a timely way, with top notch quality.  You are so reliable!  A pleasure doing business with you!",0
5,5,"Beautiful, well-packaged plants and so easy to get into the perennial bed.",0
5,5,"Upon arriving, I was greeted by two employees then I was helped by Shanita. She was lovely and extremely helpful. She was patient with me very thorough and honest. Shanita went above and beyond to accommodate me with my concerns and my questions. Thank You you are such a darling !",0
